-8.97	-35.29	-47.70
-8.97	-35.29	-47.70
-8.97	-35.29	-47.70
-9.12	-35.44	-48.15
-9.27	-35.44	-48.45
-9.42	-35.44	-48.60
-9.57	-35.44	-48.30
-9.72	-35.44	-48.00
-9.87	-35.44	-47.85
-10.17	-35.44	-48.15
-10.32	-35.44	-48.45
-10.47	-35.44	-48.60
-10.62	-35.44	-48.75
-10.62	-35.44	-48.90
-10.62	-35.14	-48.75
-10.62	-34.99	-48.60
-10.62	-34.84	-48.45
-10.92	-35.14	-48.15
-11.22	-35.29	-48.00
-11.36	-35.44	-47.85
-11.22	-35.29	-48.00
-11.07	-35.14	-48.00
-11.07	-35.14	-48.00
-11.07	-35.14	-48.00
-11.07	-35.14	-48.00
-11.07	-35.14	-48.00
-11.07	-34.84	-47.70
-11.07	-34.54	-47.55
-11.07	-34.69	-47.70
-11.07	-34.84	-47.85
-11.07	-34.84	-48.00
-11.22	-34.69	-48.00
-11.36	-34.54	-48.00
-11.36	-34.39	-48.00
-11.36	-34.39	-48.00
-11.36	-34.39	-48.00
-11.36	-34.39	-48.00
-11.81	-34.09	-48.15
-12.11	-33.80	-48.30
-12.41	-33.65	-48.30
-12.26	-33.50	-48.00
-12.11	-33.35	-47.85
-11.96	-33.20	-47.70
-11.96	-33.35	-47.70
-11.96	-33.35	-47.70
-12.41	-33.20	-48.30
-12.71	-33.05	-48.75
-13.01	-32.90	-49.05
-13.16	-33.35	-48.75
-13.31	-33.80	-48.45
-13.46	-34.09	-48.30
-13.61	-34.09	-48.60
-13.76	-34.09	-48.75
-13.76	-34.09	-48.90
-13.46	-34.24	-48.60
-13.31	-34.39	-48.30
-13.16	-34.39	-48.15
-13.31	-34.24	-48.00
-13.46	-34.09	-47.85
-13.46	-33.94	-47.70
-13.46	-33.94	-47.70
-13.46	-33.94	-47.70
-13.76	-33.80	-47.70
-14.06	-33.65	-47.70
-14.21	-33.65	-47.70
-14.36	-33.35	-47.70
-14.36	-33.20	-47.70
-14.36	-33.05	-47.70
-14.36	-33.20	-47.70
-14.36	-33.35	-47.70
-14.36	-33.35	-47.70
-14.36	-33.35	-47.70
-14.36	-33.35	-47.70
-14.36	-33.35	-47.70
-14.51	-33.20	-47.25
-14.65	-33.05	-46.81
-15.10	-32.30	-47.10
-15.40	-31.70	-47.40
-15.70	-31.25	-47.55
-16.15	-31.40	-47.70
-16.45	-31.55	-47.85
-16.60	-31.70	-48.00
-16.75	-31.70	-48.00
-16.90	-31.70	-48.00
-17.05	-31.70	-48.00
-16.75	-32.00	-47.70
-16.45	-32.15	-47.55
-16.30	-32.30	-47.40
-16.45	-32.15	-47.40
-16.60	-32.00	-47.40
-16.60	-32.00	-47.40
-16.60	-32.15	-47.25
-16.60	-32.30	-47.10
-16.60	-32.30	-46.95
-16.60	-32.30	-46.81
-16.60	-32.30	-46.81
-16.75	-32.45	-46.21
-16.90	-32.60	-45.76
-17.05	-32.75	-45.46
-17.20	-33.65	-45.46
-17.35	-34.24	-45.46
-17.50	-34.69	-45.46
-17.65	-34.99	-45.46
-17.65	-35.14	-45.46
-17.65	-35.29	-45.46
-17.65	-35.44	-45.46
-17.65	-35.44	-45.46
-17.65	-35.44	-45.46
-17.94	-35.74	-45.01
-18.09	-36.04	-44.71
-17.94	-36.49	-43.96
-17.79	-36.94	-43.37
-17.65	-37.23	-42.92
-17.94	-37.68	-42.77
-18.24	-38.13	-42.77
-18.39	-38.43	-42.77
-18.39	-38.28	-42.32
-18.39	-38.13	-42.02
-18.39	-37.98	-41.87
-18.39	-37.98	-41.72
-18.39	-37.98	-41.57
-18.39	-37.98	-41.42
-18.09	-38.58	-41.42
-17.94	-39.03	-41.42
-18.09	-39.63	-41.27
-18.09	-40.08	-41.12
-18.09	-40.38	-40.97
-18.39	-40.52	-40.38
-18.69	-40.67	-39.93
-18.84	-40.82	-39.48
-18.99	-40.97	-39.18
-19.14	-40.97	-39.03
-19.14	-40.97	-38.88
-19.29	-41.27	-38.28
-19.29	-41.42	-37.83
-19.29	-41.57	-37.53
-18.99	-42.17	-37.23
-18.84	-42.62	-37.09
-18.84	-42.62	-36.64
-18.84	-42.62	-36.34
-18.84	-42.62	-36.19
-18.84	-42.62	-36.04
-18.84	-42.62	-35.89
-18.84	-42.62	-35.74
-18.69	-43.07	-35.29
-18.54	-43.52	-34.99
-18.39	-43.81	-34.69
-18.39	-44.41	-34.24
-18.39	-44.86	-33.80
-18.39	-45.16	-33.50
-18.24	-46.06	-33.20
-18.09	-46.81	-33.05
-17.94	-47.25	-32.90
-17.79	-47.70	-32.75
-17.79	-48.00	-32.60
-17.94	-48.15	-32.60
-18.09	-48.45	-32.00
-18.09	-48.75	-31.55
-17.94	-49.35	-30.66
-17.79	-49.80	-30.06
-17.79	-50.09	-29.61
-18.24	-50.24	-29.16
-18.54	-50.24	-28.86
-18.84	-50.24	-28.71
-18.99	-50.24	-28.56
-19.14	-50.24	-28.41
-19.29	-50.24	-28.26
-18.24	-50.54	-27.22
-17.50	-50.69	-26.32
-16.90	-50.84	-25.72
-16.30	-51.44	-25.12
-15.85	-51.89	-24.67
-15.55	-52.04	-24.23
-15.40	-52.19	-23.93
-15.25	-52.19	-23.78
-14.80	-52.34	-22.73
-14.51	-52.34	-21.98
-14.36	-52.34	-21.38
-14.21	-52.34	-20.94
-14.06	-52.34	-20.64
-13.91	-52.34	-20.49
-13.76	-52.79	-19.89
-13.61	-53.09	-19.44
-13.46	-53.38	-19.14
-13.16	-54.13	-18.54
-12.86	-54.73	-18.09
-12.41	-54.73	-17.79
-12.11	-54.73	-17.65
-11.81	-54.73	-17.50
-11.66	-54.73	-17.35
-11.51	-54.73	-17.35
-11.36	-54.73	-17.35
-11.36	-55.03	-16.45
-11.36	-55.33	-15.70
-11.36	-55.48	-15.25
-10.92	-55.78	-14.65
-10.47	-55.93	-14.21
-10.1	-56.08	-13.91
-4.04	-55.03	-14.51
0.60	-54.13	-14.95
4.79	-53.68	-15.55
7.93	-53.38	-16.00
10.32	-53.09	-16.30
11.66	-52.49	-17.05
12.56	-52.04	-17.65
13.31	-51.59	-18.09
13.76	-51.44	-18.24
14.06	-51.29	-18.39
14.36	-51.14	-18.39
15.25	-51.29	-18.54
16.00	-51.44	-18.69
16.15	-51.44	-18.99
16.15	-51.44	-19.29
16.15	-51.44	-19.44
15.85	-51.74	-20.19
15.70	-51.89	-20.64
15.55	-52.04	-21.08
15.85	-51.59	-21.53
16.00	-51.29	-21.83
16.15	-51.14	-22.13
16.30	-50.99	-22.28
16.30	-50.84	-22.43
16.30	-50.69	-22.58
16.45	-50.69	-22.58
16.60	-50.69	-22.58
16.75	-50.69	-22.58
16.60	-50.54	-22.73
16.45	-50.39	-22.88
16.75	-50.39	-23.03
16.90	-50.39	-23.18
17.05	-50.39	-23.33
17.20	-50.39	-23.48
17.20	-50.39	-23.48
17.20	-50.39	-23.48
16.75	-50.24	-23.78
16.45	-50.09	-24.08
16.15	-50.09	-24.23
15.85	-50.09	-24.67
15.70	-50.09	-24.97
15.55	-50.09	-25.27
15.85	-50.09	-25.57
16.15	-50.09	-25.72
16.30	-50.09	-25.87
16.45	-50.09	-26.02
16.60	-50.09	-26.02
16.30	-49.80	-26.92
16.15	-49.50	-27.66
16.00	-49.35	-28.26
16.15	-49.20	-29.01
16.15	-49.05	-29.46
16.15	-48.90	-29.91
16.00	-48.75	-30.06
15.85	-48.60	-30.21
15.70	-48.45	-30.36
15.55	-48.30	-30.36
15.55	-48.30	-30.36
